name,target_rva,reason
?Rva002C5FD6Get@@YAHXZ,0x002C5FD6,"Interior fragment, not a function: the code before it branches here (je@0x002C5FD0) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002C7269Get@@YA_NXZ,0x002C7269,"Interior fragment, not a function: the code before it branches here (jne@0x002C725B) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002C7512Get@@YA_NXZ,0x002C7512,"Interior fragment, not a function: the code before it branches here (jne@0x002C7507) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002C7608Get@@YA_NXZ,0x002C7608,"Interior fragment, not a function: the code before it branches here (je@0x002C75FF) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002C959BGet@@YA_NXZ,0x002C959B,"Interior fragment, not a function: the code before it branches here (jb@0x002C9591, jae@0x002C9596) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002C96F4Get@@YA_NXZ,0x002C96F4,"Interior fragment, not a function: the code before it branches here (je@0x002C96E6, je@0x002C96EF) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002CEF27Get@@YA_NXZ,0x002CEF27,"Interior fragment, not a function: the code before it branches here (je@0x002CEF1B) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002D2553Get@@YAHXZ,0x002D2553,"Interior fragment, not a function: the code before it branches here (je@0x002D254D) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002D25B7Get@@YAHXZ,0x002D25B7,"Interior fragment, not a function: the code before it branches here (je@0x002D25B1) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002D2C31Get@@YAHXZ,0x002D2C31,"Interior fragment, not a function: the code before it branches here (je@0x002D2C25, jne@0x002D2C2B) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002D36F2Get@@YAHXZ,0x002D36F2,"Interior fragment, not a function: the code before it branches here (je@0x002D36E3, je@0x002D36EC) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002D6BFFGet@@YAHXZ,0x002D6BFF,"Interior fragment, not a function: the code before it branches here (je@0x002D6BF9) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002D76A3Get@@YA_NXZ,0x002D76A3,"Interior fragment, not a function: the code before it branches here (je@0x002D768C, je@0x002D7695, jne@0x002D76A0) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002D9580Get@@YAHXZ,0x002D9580,"Interior fragment, not a function: the code before it branches here (jne@0x002D957A) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002D95A9Get@@YAHXZ,0x002D95A9,"Interior fragment, not a function: the code before it branches here (jne@0x002D95A3) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002D95D2Get@@YAHXZ,0x002D95D2,"Interior fragment, not a function: the code before it branches here (jne@0x002D95CC) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002D9C2CGet@@YA_NXZ,0x002D9C2C,"Interior fragment, not a function: the code before it branches here (je@0x002D9C12, je@0x002D9C1C, je@0x002D9C21, jne@0x002D9C27) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002E6ADEGet@@YAHXZ,0x002E6ADE,"Interior fragment, not a function: the code before it branches here (je@0x002E6AD8) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002E6B03Get@@YAHXZ,0x002E6B03,"Interior fragment, not a function: the code before it branches here (je@0x002E6AF7) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002E6B16Get@@YAHXZ,0x002E6B16,"Interior fragment, not a function: the code before it branches here (je@0x002E6B0A) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002E6B3AGet@@YAHXZ,0x002E6B3A,"Interior fragment, not a function: the code before it branches here (je@0x002E6B34) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002E6C5DGet@@YAHXZ,0x002E6C5D,"Interior fragment, not a function: the code before it branches here (je@0x002E6C51) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002E6C8AGet@@YAHXZ,0x002E6C8A,"Interior fragment, not a function: the code before it branches here (je@0x002E6C7D, je@0x002E6C84) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002E6E9CGet@@YAHXZ,0x002E6E9C,"Interior fragment, not a function: the code before it branches here (jl@0x002E6E8F, jg@0x002E6E96) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00301B51Get@@YAHXZ,0x00301B51,"Interior fragment, not a function: the code before it branches here (jne@0x00301B32, je@0x00301B4B) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00306E3DGet@@YA_NXZ,0x00306E3D,"Interior fragment, not a function: the code before it branches here (je@0x00306E33) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0030B3CEGet@@YA_NXZ,0x0030B3CE,"Interior fragment, not a function: the code before it branches here (jp@0x0030B3AE, jp@0x0030B3BD) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0030BD05Get@@YAHXZ,0x0030BD05,"Interior fragment, not a function: the code before it branches here (jp@0x0030BCD2, jp@0x0030BCE1, jp@0x0030BCF0, jp@0x0030BCFF) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0030BF63Get@@YA_NXZ,0x0030BF63,"Interior fragment, not a function: the code before it branches here (jp@0x0030BF25, jp@0x0030BF34, jp@0x0030BF43, jp@0x0030BF52) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva0030D657LeaField@@QBEPAXXZ,0x0030D657,"Interior fragment, not a function: the code before it branches here (je@0x0030D636) with no int3 padding in between, so these 4 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva003143B6Get@@YAHXZ,0x003143B6,"Interior fragment, not a function: the code before it branches here (je@0x00314361, je@0x00314366) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva003182CAGet@@YA_NXZ,0x003182CA,"Interior fragment, not a function: the code before it branches here (je@0x003182C1) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva003182DEGet@@YA_NXZ,0x003182DE,"Interior fragment, not a function: the code before it branches here (jl@0x003182D2, jge@0x003182D7) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00318BA2Get@@YA_NXZ,0x00318BA2,"Interior fragment, not a function: the code before it branches here (je@0x00318B9C) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00318D60Get@@YAHXZ,0x00318D60,"Interior fragment, not a function: the code before it branches here (je@0x00318D5A) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00318F61Get@@YA_NXZ,0x00318F61,"Interior fragment, not a function: the code before it branches here (je@0x00318F49) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00327DF3Get@@YAHXZ,0x00327DF3,"Interior fragment, not a function: the code before it branches here (je@0x00327DDE, je@0x00327DE7, je@0x00327DED) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00327E1FGet@@YA_NXZ,0x00327E1F,"Interior fragment, not a function: the code before it branches here (je@0x00327E19) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0033F259Get@@YAHXZ,0x0033F259,"Interior fragment, not a function: the code before it branches here (jnp@0x0033F253) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0033F514Get@@YAHXZ,0x0033F514,"Interior fragment, not a function: the code before it branches here (je@0x0033F509) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00340E5BGet@@YA_NXZ,0x00340E5B,"Interior fragment, not a function: the code before it branches here (je@0x00340E3E, jne@0x00340E56) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00341439Get@@YA_NXZ,0x00341439,"Interior fragment, not a function: the code before it branches here (je@0x00341424) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00342309Get@@YA_NXZ,0x00342309,"Interior fragment, not a function: the code before it branches here (je@0x003422F4) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva003427A6Get@@YAHXZ,0x003427A6,"Interior fragment, not a function: the code before it branches here (jbe@0x003427A0) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva0035AFDDDwordField@@QBEHXZ,0x0035AFDD,"Interior fragment, not a function: the code before it branches here (je@0x0035AFD7) with no int3 padding in between, so these 7 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0035B161Get@@YA_NXZ,0x0035B161,"Interior fragment, not a function: the code before it branches here (je@0x0035B146, je@0x0035B14B, je@0x0035B150, je@0x0035B155) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0035B1C0Get@@YAHXZ,0x0035B1C0,"Interior fragment, not a function: the code before it branches here (jl@0x0035B1A6, jae@0x0035B1B8) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0035BEC4Get@@YA_NXZ,0x0035BEC4,"Interior fragment, not a function: the code before it branches here (je@0x0035BEAF, je@0x0035BEBE) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva003626AAGet@@YAHXZ,0x003626AA,"Interior fragment, not a function: the code before it branches here (je@0x00362698, je@0x0036269E, jne@0x003626A4) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0036E0E0Get@@YA_NXZ,0x0036E0E0,"Interior fragment, not a function: the code before it branches here (jne@0x0036E0D5) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00377610Get@@YAHXZ,0x00377610,"Interior fragment, not a function: the code before it branches here (je@0x003775F9) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0037DC81Get@@YAHXZ,0x0037DC81,"Interior fragment, not a function: the code before it branches here (je@0x0037DC70) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva003835D0LeaGetter@@QBEPAXXZ,0x003835D0,"Interior fragment, not a function: the code before it branches here (jne@0x003835A7, jne@0x003835B0) with no int3 padding in between, so these 7 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00388834Get@@YA_NXZ,0x00388834,"Interior fragment, not a function: the code before it branches here (jne@0x00388829) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva003889F3Get@@YA_NXZ,0x003889F3,"Interior fragment, not a function: the code before it branches here (je@0x003889ED) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00388A01Get@@YA_NXZ,0x00388A01,"Interior fragment, not a function: the code before it branches here (je@0x003889FB) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00388F36Get@@YAHXZ,0x00388F36,"Interior fragment, not a function: the code before it branches here (jne@0x00388F20, jne@0x00388F32) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00390554Get@@YA_NXZ,0x00390554,"Interior fragment, not a function: the code before it branches here (jne@0x00390542, jne@0x0039054F) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva003956E5Get@@YAHXZ,0x003956E5,"Interior fragment, not a function: the code before it branches here (je@0x003956DC) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva003B6A37Get@@YA_NXZ,0x003B6A37,"Interior fragment, not a function: the code before it branches here (je@0x003B6A2A) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva003B6C8BGet@@YA_NXZ,0x003B6C8B,"Interior fragment, not a function: the code before it branches here (je@0x003B6C7E) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva003ED3A7Get@@YA_NXZ,0x003ED3A7,"Interior fragment, not a function: the code before it branches here (jne@0x003ED39B) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva003F3F94Get@@YAHXZ,0x003F3F94,"Interior fragment, not a function: the code before it branches here (je@0x003F3F89, je@0x003F3F8E) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva003F804FGet@@YA_NXZ,0x003F804F,"Interior fragment, not a function: the code before it branches here (je@0x003F802F, jb@0x003F8037, je@0x003F804A) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva003F8064Get@@YA_NXZ,0x003F8064,"Interior fragment, not a function: the code before it branches here (je@0x003F8057) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva003FF1A4Get@@YA_NXZ,0x003FF1A4,"Interior fragment, not a function: the code before it branches here (je@0x003FF176, jne@0x003FF17F) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva003FF1D7Get@@YA_NXZ,0x003FF1D7,"Interior fragment, not a function: the code before it branches here (jne@0x003FF1CC) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva0040315ADwordField@@QBEHXZ,0x0040315A,"Interior fragment, not a function: the code before it branches here (jbe@0x0040314F) with no int3 padding in between, so these 4 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00405B5DGet@@YA_NXZ,0x00405B5D,"Interior fragment, not a function: the code before it branches here (je@0x00405B15, je@0x00405B28) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00406E1FGet@@YAHXZ,0x00406E1F,"Interior fragment, not a function: the code before it branches here (jb@0x00406E19) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00407702Get@@YAHXZ,0x00407702,"Interior fragment, not a function: the code before it branches here (je@0x004076F3) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva0040CA36DwordField@@QBEHXZ,0x0040CA36,"Interior fragment, not a function: the code before it branches here (jne@0x0040CA30) with no int3 padding in between, so these 4 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004110D9Get@@YAHXZ,0x004110D9,"Interior fragment, not a function: the code before it branches here (je@0x004110D3) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00411128Get@@YAHXZ,0x00411128,"Interior fragment, not a function: the code before it branches here (je@0x00411122) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0041514AGet@@YA_NXZ,0x0041514A,"Interior fragment, not a function: the code before it branches here (je@0x00415141) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00418BF8Get@@YAHXZ,0x00418BF8,"Interior fragment, not a function: the code before it branches here (jl@0x00418BE9, jae@0x00418BEE) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0041B8B2Get@@YA_NXZ,0x0041B8B2,"Interior fragment, not a function: the code before it branches here (jle@0x0041B870, je@0x0041B874, je@0x0041B878, je@0x0041B883) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0041FE60Get@@YA_NXZ,0x0041FE60,"Interior fragment, not a function: the code before it branches here (je@0x0041FE37, jne@0x0041FE49, jne@0x0041FE5B) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva00420109ByteField@@QBEEXZ,0x00420109,"Interior fragment, not a function: the code before it branches here (je@0x00420104) with no int3 padding in between, so these 7 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0042638BGet@@YA_NXZ,0x0042638B,"Interior fragment, not a function: the code before it branches here (je@0x0042637F) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004291C5Get@@YA_NXZ,0x004291C5,"Interior fragment, not a function: the code before it branches here (je@0x004291A4, je@0x004291AB, je@0x004291B2, jle@0x004291C0) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004297B8Get@@YA_NXZ,0x004297B8,"Interior fragment, not a function: the code before it branches here (jne@0x004297AD) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0042D6D3Get@@YAHXZ,0x0042D6D3,"Interior fragment, not a function: the code before it branches here (je@0x0042D6CD) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0042D6E3Get@@YAHXZ,0x0042D6E3,"Interior fragment, not a function: the code before it branches here (je@0x0042D6DD) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0042E8BEGet@@YAHXZ,0x0042E8BE,"Interior fragment, not a function: the code before it branches here (je@0x0042E8AF, jne@0x0042E8B8) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004319EFGet@@YAHXZ,0x004319EF,"Interior fragment, not a function: the code before it branches here (je@0x004319E0, je@0x004319E9) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0043287BGet@@YAHXZ,0x0043287B,"Interior fragment, not a function: the code before it branches here (je@0x00432866, je@0x00432875) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00444506Get@@YAHXZ,0x00444506,"Interior fragment, not a function: the code before it branches here (je@0x004444F5) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0044E60AGet@@YA_NXZ,0x0044E60A,"Interior fragment, not a function: the code before it branches here (jne@0x0044E5EE, jne@0x0044E5FD, je@0x0044E605) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0044E630Get@@YA_NXZ,0x0044E630,"Interior fragment, not a function: the code before it branches here (jne@0x0044E614, jne@0x0044E623, je@0x0044E62B) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004524E2Get@@YAHXZ,0x004524E2,"Interior fragment, not a function: the code before it branches here (je@0x004524BB, je@0x004524C7, je@0x004524D1, je@0x004524DC) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0045314BGet@@YA_NXZ,0x0045314B,"Interior fragment, not a function: the code before it branches here (je@0x0045312F, je@0x00453135, jne@0x0045313B, je@0x00453146) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00462589Get@@YAHXZ,0x00462589,"Interior fragment, not a function: the code before it branches here (je@0x00462580) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004695FFGet@@YA_NXZ,0x004695FF,"Interior fragment, not a function: the code before it branches here (je@0x004695E7) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004697DEGet@@YAHXZ,0x004697DE,"Interior fragment, not a function: the code before it branches here (je@0x004697D5) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0047E4FCGet@@YAHXZ,0x0047E4FC,"Interior fragment, not a function: the code before it branches here (je@0x0047E4F3) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004A3A1DGet@@YAHXZ,0x004A3A1D,"Interior fragment, not a function: the code before it branches here (je@0x004A3A0E, je@0x004A3A17) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004A6AB2Get@@YA_NXZ,0x004A6AB2,"Interior fragment, not a function: the code before it branches here (je@0x004A6A86, jbe@0x004A6A9C, je@0x004A6AA6, jbe@0x004A6AA8) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004A9649Get@@YA_NXZ,0x004A9649,"Interior fragment, not a function: the code before it branches here (je@0x004A961F, jbe@0x004A9635, je@0x004A963F, jne@0x004A9644) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004A9911Get@@YAHXZ,0x004A9911,"Interior fragment, not a function: the code before it branches here (jne@0x004A98F2, jne@0x004A990B) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004AB4D5Get@@YA_NXZ,0x004AB4D5,"Interior fragment, not a function: the code before it branches here (je@0x004AB4BB, jne@0x004AB4C4) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004B0D49Get@@YAHXZ,0x004B0D49,"Interior fragment, not a function: the code before it branches here (je@0x004B0D2C, je@0x004B0D33) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004B0EE2Get@@YA_NXZ,0x004B0EE2,"Interior fragment, not a function: the code before it branches here (jne@0x004B0ED6) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004B0FB6Get@@YA_NXZ,0x004B0FB6,"Interior fragment, not a function: the code before it branches here (je@0x004B0FA8) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004B8B09Get@@YAHXZ,0x004B8B09,"Interior fragment, not a function: the code before it branches here (je@0x004B8AF5, je@0x004B8B03) with no int3 padding in between, so these 6 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004C30D5Get@@YAHXZ,0x004C30D5,"Interior fragment, not a function: the code before it branches here (je@0x004C30C2) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004C576FGet@@YAHXZ,0x004C576F,"Interior fragment, not a function: the code before it branches here (je@0x004C5764, je@0x004C5769) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004D837AGet@@YA_NXZ,0x004D837A,"Interior fragment, not a function: the code before it branches here (je@0x004D836A, jbe@0x004D8375) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004D8DE7Get@@YAHXZ,0x004D8DE7,"Interior fragment, not a function: the code before it branches here (je@0x004D8DDD, je@0x004D8DE1) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004D95AFGet@@YA_NXZ,0x004D95AF,"Interior fragment, not a function: the code before it branches here (jne@0x004D9599, je@0x004D95A5, jne@0x004D95AA) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004DD655Get@@YAHXZ,0x004DD655,"Interior fragment, not a function: the code before it branches here (je@0x004DD642, je@0x004DD64F) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004E0602Get@@YAHXZ,0x004E0602,"Interior fragment, not a function: the code before it branches here (je@0x004E05F7) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva004E062EDwordField@@QBEHXZ,0x004E062E,"Interior fragment, not a function: the code before it branches here (jne@0x004E0629) with no int3 padding in between, so these 4 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva004E063BDwordField@@QBEHXZ,0x004E063B,"Interior fragment, not a function: the code before it branches here (jne@0x004E0636) with no int3 padding in between, so these 4 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004EABB6Get@@YA_NXZ,0x004EABB6,"Interior fragment, not a function: the code before it branches here (je@0x004EABA5) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004EABE7Get@@YAHXZ,0x004EABE7,"Interior fragment, not a function: the code before it branches here (jne@0x004EABCB, jne@0x004EABD1, je@0x004EABD8, je@0x004EABE1) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004F067EGet@@YA_NXZ,0x004F067E,"Interior fragment, not a function: the code before it branches here (je@0x004F065D, jg@0x004F066B, jle@0x004F0679) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004F06CAGet@@YA_NXZ,0x004F06CA,"Interior fragment, not a function: the code before it branches here (jne@0x004F06BE) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva004F06E2Get@@YA_NXZ,0x004F06E2,"Interior fragment, not a function: the code before it branches here (jne@0x004F06D6) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0050DBE3Get@@YAHXZ,0x0050DBE3,"Interior fragment, not a function: the code before it branches here (jne@0x0050DBAF, jne@0x0050DBB6) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00513863Get@@YA_NXZ,0x00513863,"Interior fragment, not a function: the code before it branches here (je@0x0051383F, je@0x00513848, je@0x00513851) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00514B8AGet@@YA_NXZ,0x00514B8A,"Interior fragment, not a function: the code before it branches here (je@0x00514B6D, je@0x00514B76, jne@0x00514B85) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00523F1FGet@@YAHXZ,0x00523F1F,"Interior fragment, not a function: the code before it branches here (jne@0x00523F0B, jne@0x00523F1B) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0052B23AGet@@YAHXZ,0x0052B23A,"Interior fragment, not a function: the code before it branches here (je@0x0052B231) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva0052BABDLeaField@@QBEPAXXZ,0x0052BABD,"Interior fragment, not a function: the code before it branches here (je@0x0052BAB7) with no int3 padding in between, so these 4 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva005312BBGet@@YAHXZ,0x005312BB,"Interior fragment, not a function: the code before it branches here (je@0x00531274, je@0x00531278, je@0x005312A1) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00538D14Get@@YAHXZ,0x00538D14,"Interior fragment, not a function: the code before it branches here (je@0x00538CF4, je@0x00538CFD, je@0x00538D07) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0053EC7AGet@@YA_NXZ,0x0053EC7A,"Interior fragment, not a function: the code before it branches here (jne@0x0053EC69) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
